# GoalTracker 财报跟踪
股票代码,公司名称,行业,行业二级,行业三级,板块,林奇类型,披露日期,报告期,季度,营业收入,营收同比,毛利润,净利润,扣非净利润,扣非净利同比,经营现金流,销售收现,资本开支,ROE,毛利率
000670.SZ,盈方微,电子,其他电子Ⅱ,其他电子Ⅲ,深交所主板A股,,2026-08-25,2026-06-30,2026Q2,25.0984619619,30.2404880508,0.8889,-0.1640639026,-0.1614757226,50.124310742101,-2.9930653875,22.086,0.0105,-46.92,3.5415143974
600751.SH,海航科技,交通运输,航运港口,航运,上交所主板A股,,2026-08-25,2026-06-30,2026Q2,9.142520294299999,35.3537634532,0.4823,0.4489888997,0.4314036091,-20.418870332847,-1.8247801565000001,10.5713,5.8606,0.6,5.2751841109
601218.SH,吉鑫科技,电力设备,风电设备,风电零部件,上交所主板A股,,2026-08-25,2026-06-30,2026Q2,9.9616404111,39.32933891,1.822,1.1919199716,0.7432995259,4.926803821716,2.9239173464999997,8.4926,0.1708,3.96,18.2903799174
002606.SZ,大连电瓷,电力设备,电网设备,线缆部件及其他,深交所主板A股,,2026-08-25,2026-06-30,2026Q2,8.6356096718,48.5868142044,3.3413,1.5473074191999998,1.4579057071000001,258.012152018898,0.8956902889,9.9877,0.322,7.8,38.6919501806
002812.SZ,恩捷股份,电力设备,电池,电池化学品,深交所主板A股,,2026-08-25,2026-06-30,2026Q2,86.7118798267,50.4661972629,25.9208,8.203214275399999,8.492267835,998.289443689962,11.6158227261,58.0798,5.7634,3.15,29.893036091
002211.SZ,ST宏达,基础化工,化学制品,有机硅,深交所风险警示板A股,,2026-08-25,2026-06-30,2026Q2,2.7922645076999997,32.3952320914,0.2855,0.020418309699999998,0.0157382373,128.75935314966,-0.2898858234,2.1693,0.0669,4.31,10.2246415808
002378.SZ,章源钨业,有色金属,小金属,钨,深交所主板A股,,2026-08-25,2026-06-30,2026Q2,58.471301331599996,143.711059147,14.7192,6.876229310499999,6.8168381709000005,538.018525894042,-2.0473329352,58.3526,0.7317,25.61,25.1734560831
002382.SZ,蓝帆医疗,医药生物,医疗器械,医疗耗材,深交所主板A股,,2026-08-25,2026-06-30,2026Q2,37.0529659846,29.6662483277,11.0126,0.9567887539,0.7972282086,140.92019714104,4.2060905208,34.191,2.1641,1.34,29.7213454304
600893.SH,航发动力,国防军工,航空装备Ⅱ,航空装备Ⅲ,上交所主板A股,,2026-08-25,2026-06-30,2026Q2,207.5456856775,47.2120902772,18.7761,1.4622129078,2.0164256535,424.914661231169,-74.6107234333,214.3571,14.2813,0.36,9.0467456922
002408.SZ,齐翔腾达,石油石化,炼化及贸易,其他石化,深交所主板A股,,2026-08-25,2026-06-30,2026Q2,156.29721869440002,28.030319067,8.9171,1.1642560155,1.0580818143000001,376.048534590998,8.4330866252,166.2084,1.7023,0.91,5.7052119265
603268.SH,松发股份,国防军工,航海装备Ⅱ,航海装备Ⅲ,上交所主板A股,,2026-08-25,2026-06-30,2026Q2,235.04457854740002,251.874251691,55.6088,36.0865018102,35.144498,2935.31081180286,85.0911638597,268.8938,101.5959,32.06,23.6588177372
600499.SH,科达制造,机械设备,专用设备,其他专用设备,上交所主板A股,,2026-08-25,2026-06-30,2026Q2,103.92409,26.9159422218,33.1626,12.844202,12.997285,85.704469897304,13.65343,96.7806,5.8325,9.79,31.9103751594
002557.SZ,洽洽食品,食品饮料,休闲食品,零食,深交所主板A股,,2026-08-25,2026-06-30,2026Q2,35.057829522199995,27.3853703384,9.0683,2.4587557094999997,2.0182911196,368.3900679958,1.0021900290999999,38.9787,0.8474,4.76,25.8666658632
000552.SZ,甘肃能化,煤炭,煤炭开采,动力煤,深交所主板A股,,2026-08-25,2026-06-30,2026Q2,46.976227109899995,24.6795235213,10.0847,1.7411208316999998,0.9219595003,140.738780539812,0.9230477811,48.7161,18.5602,1.05,21.4676322111
603337.SH,杰克科技,机械设备,专用设备,纺织服装设备,上交所主板A股,,2026-08-25,2026-06-30,2026Q2,39.2071368578,16.241793394,12.7109,4.9174802506,4.442032,1.057892423488,5.6361565248000005,37.2712,0.8956,9.18,32.4199470492
001314.SZ,亿道信息,电子,消费电子,消费电子零部件及组装,深交所主板A股,,2026-08-25,2026-06-30,2026Q2,27.4574279816,80.6783470516,4.1148,1.9572144325999998,1.0334395985,756.323386837736,-7.4395439141,33.3757,0.5464,9.06,14.9862240657
600909.SH,华安证券,非银金融,证券Ⅱ,证券Ⅲ,上交所主板A股,,2026-08-25,2026-06-30,2026Q2,40.0674593345,65.2782271599,,20.9665246667,20.8274998752,102.496619201231,52.228871006800006,,,8.08,
000863.SZ,三湘印象,房地产,房地产开发,住宅开发,深交所主板A股,,2026-08-25,2026-06-30,2026Q2,9.149274954600001,142.8928561137,2.893,-0.2014208447,-0.2236573567,-442.052839343123,1.8087555127000001,8.017,0.0028,-0.46,31.62021916
002297.SZ,博云新材,国防军工,航空装备Ⅱ,航空装备Ⅲ,深交所主板A股,,2026-08-25,2026-06-30,2026Q2,7.4502513777,88.3314097206,3.308,1.7021637059,1.6193346634999999,19369.8795039484,-0.4353888521,3.9779,0.1669,7.69,44.4012710068
600084.SH,*ST尼雅,食品饮料,非白酒,其他酒类,上交所风险警示板A股,,2026-08-25,2026-06-30,2026Q2,0.8293646848,19.1015023593,0.4481,0.0769537116,0.0376114927,273.965271027506,-0.2376455696,0.8211,0.0153,0.6052,54.0234218446
002130.SZ,沃尔核材,电子,其他电子Ⅱ,其他电子Ⅲ,深交所主板A股,,2026-08-25,2026-06-30,2026Q2,46.5309180721,17.941061205,13.6856,5.6668392066,5.510033481900001,2.455526542031,4.7211506072,37.0671,5.2008,6.32,29.4118888267
002639.SZ,雪人集团,机械设备,通用设备,制冷空调设备,深交所主板A股,,2026-08-24,2026-06-30,2026Q2,12.2542110177,27.5999369805,2.4353,0.061886583099999996,-0.013653249099999999,-105.07134118245,-0.9419756736,11.7991,1.8462,0.24,19.8734935842
002669.SZ,康达新材,基础化工,化学制品,胶黏剂及胶带,深交所主板A股,,2026-08-24,2026-06-30,2026Q2,27.668510777199998,22.5298547991,3.487,0.2867790563,0.1811898509,-42.124487543762,-3.754323785,12.3845,1.6891,1.03,12.6026198962
001365.SZ,天海电子,汽车,汽车零部件,汽车电子电气系统,深交所主板A股,,2026-08-24,2026-06-30,2026Q2,78.0590546995,19.0385833287,10.033,2.8805129956999997,2.663263296,-11.959205721455,3.9494987848000003,65.4273,3.3649,5.11,12.8530758174
000629.SZ,钒钛股份,钢铁,冶钢原料,冶钢辅料,深交所主板A股,,2026-08-24,2026-06-30,2026Q2,49.960019527,17.4459822673,5.6818,2.2141488382,2.0855341245,203.679390273936,2.7515366649,41.6988,0.1619,1.77,11.3727316526
002575.SZ,群兴玩具,综合,综合Ⅱ,综合Ⅲ,深交所主板A股,,2026-08-24,2026-06-30,2026Q2,2.2346197575,27.3043974214,0.1043,-0.48593390329999997,-0.49266626939999997,-156.369559432442,0.1502506252,2.5281,0.0157,-5.95,4.6693087828
000833.SZ,粤桂股份,综合,综合Ⅱ,综合Ⅲ,深交所主板A股,,2026-08-24,2026-06-30,2026Q2,23.427064766199997,72.365613943,10.2003,6.627840067899999,6.6137174992,184.668740969069,-0.3268363005,21.9741,2.9795,15.79,43.5404554126
603486.SH,科沃斯,家用电器,小家电,清洁小家电,上交所主板A股,,2026-08-22,2026-06-30,2026Q2,103.40875119430001,19.1843934239,50.1593,12.4785101257,8.0539859977,-6.372074355756,2.0634966567,100.3019,7.6562,12.91,48.5058317512
002902.SZ,铭普光磁,通信,通信设备,通信网络设备及器件,深交所主板A股,,2026-08-22,2026-06-30,2026Q2,10.6316024996,31.8826156352,2.2429,-0.1539404216,-0.2352951675,69.75115406821,-1.0424026606999999,7.0854,0.3945,-2.49,21.096392459
601918.SH,新集能源,煤炭,煤炭开采,动力煤,上交所主板A股,,2026-08-22,2026-06-30,2026Q2,78.9239653635,35.8202327897,27.2553,12.1745305032,12.2201602077,30.748137979277,22.282504573,88.8546,28.1665,6.96,34.5336503727
603002.SH,宏昌电子,电子,电子化学品Ⅱ,电子化学品Ⅲ,上交所主板A股,,2026-08-22,2026-06-30,2026Q2,21.860710929499998,64.8305374072,2.0502,0.39391548369999996,0.5179164884,257.472770528737,0.5376325927000001,19.3128,1.7856,1.13,9.3783747203
600375.SH,汉马科技,汽车,商用车,商用载货车,上交所主板A股,,2026-08-22,2026-06-30,2026Q2,38.313404990900004,34.5643042731,2.8411,0.3321126836,0.028866975099999997,110.245643484267,1.9116129102000001,19.9172,0.031,0.98,7.4155008107
002105.SZ,信隆健康,汽车,摩托车及其他,其他运输设备,深交所主板A股,,2026-08-22,2026-06-30,2026Q2,7.1709702734,23.3030238907,0.9305,0.0803446684,-0.1365469418,26.145951983436,0.5943044152,7.6243,0.3111,1.0,12.9757412864
600918.SH,中泰证券,非银金融,证券Ⅱ,证券Ⅲ,上交所主板A股,,2026-08-22,2026-06-30,2026Q2,75.3708709757,46.2977120194,,17.524972713,16.7152299258,140.668683713621,54.4579424076,,,3.73,
002925.SZ,盈趣科技,电子,消费电子,消费电子零部件及组装,深交所主板A股,,2026-08-22,2026-06-30,2026Q2,25.51669481,40.2068423328,7.2645,3.3806789219,1.3831477516,6.696856251864,1.3119542067,23.9086,2.6152,6.49,28.4697783267
002552.SZ,宝鼎科技,电子,元件,印制电路板,深交所主板A股,,2026-08-22,2026-06-30,2026Q2,21.572334214899996,54.6913718828,4.4924,1.3597156697,1.4283074625999999,494.964229494474,0.6958821181,11.5354,0.0893,8.68,20.8248970879
603602.SH,纵横通信,传媒,广告营销,营销代理,上交所主板A股,,2026-08-22,2026-06-30,2026Q2,9.8351249181,23.3265005279,1.5644,0.1492407351,0.0304550956,492.424556462532,0.9711998562999999,15.8056,0.5848,1.67,15.9057841271
002112.SZ,三变科技,电力设备,电网设备,输变电设备,深交所主板A股,,2026-08-22,2026-06-30,2026Q2,10.766070026700001,44.6298055903,1.7989,0.2648773762,0.26459184550000003,-16.527999158602,0.5808245416,6.9514,0.1276,3.09,16.7090514044
000899.SZ,赣能股份,公用事业,电力,火力发电,深交所主板A股,,2026-08-22,2026-06-30,2026Q2,40.8419790076,34.3123318673,7.1867,2.5082903599,2.5074121834,-41.791793558666,15.796715729,48.5779,4.0363,3.83,17.5964170673
603408.SH,建霖家居,轻工制造,家居用品,卫浴制品,上交所主板A股,,2026-08-22,2026-06-30,2026Q2,28.276837623600002,18.4874075005,7.0178,2.0591280057,1.9016387866,-6.050189947336,2.1017541943,28.8155,2.0221,5.85,24.8181360324
600604.SH,市北高新,房地产,房地产开发,产业地产,上交所主板A股,,2026-08-22,2026-06-30,2026Q2,13.0982825689,117.6681222939,2.6301,-0.7111506143999999,-0.57868632,62.411888411966,3.7979936631,12.9206,1.0055,-1.17,20.0799265878
600515.SH,海南机场,交通运输,航空机场,机场,上交所主板A股,,2026-08-22,2026-06-30,2026Q2,30.1216023309,30.3639889808,6.8966,1.1875580734,0.35265975299999996,-41.967151611534,2.8311937976999997,32.9404,4.2588,0.5,22.895766786
600228.SH,返利科技,传媒,数字媒体,门户网站,上交所主板A股,,2026-08-22,2026-06-30,2026Q2,3.3690075525,81.0622357921,1.4257,-0.2832503779,-0.2952416973,4.463042898901,0.1622410711,3.7591,0.0041,-7.43,42.3195379999
603156.SH,养元饮品,食品饮料,饮料乳品,软饮料,上交所主板A股,,2026-08-22,2026-06-30,2026Q2,35.0034124261,41.974937553,14.4842,8.5400485528,7.8444623049,25.033086054558,6.9439571316999995,32.219,0.0873,9.17,41.3793070995
603228.SH,景旺电子,电子,元件,印制电路板,上交所主板A股,,2026-08-22,2026-06-30,2026Q2,86.1147920956,21.3707234237,17.415,6.0161690424000005,4.6573222951,-13.334424820857,6.0424669811000005,74.8688,32.0227,4.55,20.2229981612
600698.SH,湖南天雁,汽车,汽车零部件,底盘与发动机系统,上交所主板A股,,2026-08-22,2026-06-30,2026Q2,3.0727594351999996,29.5616280913,0.3157,0.02050432,0.0122133877,216.190918346416,0.0735481347,1.4809,0.2366,0.27,10.2757507172
600089.SH,特变电工,电力设备,电网设备,输变电设备,上交所主板A股,,2026-08-22,2026-06-30,2026Q2,565.846848991,16.909049466,107.1903,25.523103248,26.734203,-4.091378905021,62.1968755626,646.6529,120.9836,3.5807,18.9004481218
600313.SH,农发种业,农林牧渔,种植业,种子,上交所主板A股,,2026-08-22,2026-06-30,2026Q2,38.732954520599996,32.8368801099,2.1119,0.525506945,0.3334834273,16.683010115218,0.7865836690000001,61.8052,0.7069,2.23,5.4525476178
600241.SH,时代万恒,电力设备,电池,锂电池,上交所主板A股,,2026-08-22,2026-06-30,2026Q2,2.4753447887999998,38.4170269227,0.217,-0.1245990974,-0.1340779949,-575.709890456332,-0.8491802503,1.7265,0.004,-1.21,8.7646628697
000925.SZ,众合科技,机械设备,轨交设备Ⅱ,轨交设备Ⅲ,深交所主板A股,,2026-08-22,2026-06-30,2026Q2,8.8536473697,28.6025144549,2.5279,-0.16270395199999999,-0.4675847931,36.990810704423,-2.3294156561,8.7093,2.0474,-0.5,28.552597826
603488.SH,展鹏科技,机械设备,专用设备,楼宇设备,上交所主板A股,,2026-08-22,2026-06-30,2026Q2,1.7498641447,26.9718920433,-0.0062,-0.3258374446,-0.37135758420000003,8.500054856713,-0.3049338628,1.7467,0.0244,-4.19,-0.3539157093
603678.SH,火炬电子,国防军工,军工电子Ⅱ,军工电子Ⅲ,上交所主板A股,,2026-08-22,2026-06-30,2026Q2,31.072721985300003,75.3564707272,5.8242,2.4250281794,1.3406470423999999,-46.966686155041,-2.2639640665000003,29.6059,1.4344,3.86,18.7438303614
601869.SH,长飞光纤,通信,通信设备,通信线缆及配套,上交所主板A股,,2026-08-22,2026-06-30,2026Q2,98.0896218,53.637732146,52.3418,29.24540887,24.4937558,1680.47854527041,18.26119111,92.7985,6.7134,19.22,53.3612070059
002384.SZ,东山精密,电子,元件,印制电路板,深交所主板A股,,2026-08-22,2026-06-30,2026Q2,277.97683972880003,63.9481879305,56.0161,29.5689881104,24.7958152226,277.524624890181,23.838872760999998,273.1846,52.5336,12.88,20.1513507952
601899.SH,紫金矿业,有色金属,工业金属,铜,上交所主板A股,,2026-08-22,2026-06-30,2026Q2,1941.7845863,15.7816890732,732.97,391.69807243,380.34770076,75.89164976246,554.71692934,2112.2512,129.4293,19.6,37.7472369593
603683.SH,晶华新材,基础化工,化学制品,胶黏剂及胶带,上交所主板A股,,2026-08-22,2026-06-30,2026Q2,11.1419510646,17.7082580117,2.0164,0.48245003560000005,0.4900684789,27.316401095023,0.8196390243,8.6734,1.1218,2.8624,18.0972436803
002436.SZ,兴森科技,电子,元件,印制电路板,深交所主板A股,,2026-08-21,2026-06-30,2026Q2,40.3783229413,17.8632006098,8.4612,1.1050773474,1.2474587946,166.896706934892,0.0284092652,37.7731,7.2603,2.03,20.954878135
002274.SZ,华昌化工,基础化工,化学原料,煤化工,深交所主板A股,,2026-08-21,2026-06-30,2026Q2,40.15952154,24.8486434092,3.6197,1.2310570532,1.1965096832,2667.53510205329,1.9719654463,35.4669,0.3436,2.33,9.013343476
002416.SZ,爱施德,商贸零售,专业连锁Ⅱ,专业连锁Ⅲ,深交所主板A股,,2026-08-21,2026-06-30,2026Q2,307.5456179322,21.2226513627,16.4021,0.46462486280000004,1.5787192033000002,-23.451036768307,-18.4983344511,504.7427,0.3375,0.8,5.3112996671
002716.SZ,湖南白银,有色金属,贵金属,白银,深交所主板A股,,2026-08-21,2026-06-30,2026Q2,87.1928919818,92.536588686,5.7705,1.6814235852000001,1.8129497791,256.001764384193,-13.773988393900002,95.9394,0.4832,4.36,6.6180554885
001395.SZ,亚联机械,机械设备,专用设备,其他专用设备,深交所主板A股,,2026-08-21,2026-06-30,2026Q2,5.1474274251,36.9333133648,2.2275,1.5737321984000001,1.5491213975,65.064229487362,0.9748650774,4.513,0.1877,12.32,43.2743122387
600198.SH,大唐电信,通信,通信设备,通信终端及配件,上交所主板A股,,2026-08-21,2026-06-30,2026Q2,3.5910960291000005,30.5039923522,1.5555,-0.6102471643999999,-0.6284009218,25.747061715991,-2.2030109933,3.0977,0.3175,-26.37,43.3141926753
600971.SH,恒源煤电,煤炭,煤炭开采,焦煤,上交所主板A股,,2026-08-21,2026-06-30,2026Q2,34.4279702595,44.8213255038,9.7277,1.6124425383,0.7593428451,153.564466113545,14.3524742066,42.578,3.9849,1.36,28.2552638465
002376.SZ,新北洋,计算机,计算机设备,其他计算机设备,深交所主板A股,,2026-08-21,2026-06-30,2026Q2,15.73902257,23.0257368487,3.8458,0.5316729423,0.4792578796,45.270448244688,1.0519251114000001,17.3986,0.2773,1.36,24.43466801
002484.SZ,江海股份,电子,元件,被动元件,深交所主板A股,,2026-08-21,2026-06-30,2026Q2,31.5075975,16.96473698,7.935,3.8331292132,3.7199263749,8.027507302153,3.9524294929000003,21.9817,0.8701,5.91,25.184486291
001259.SZ,利仁科技,家用电器,小家电,厨房小家电,深交所主板A股,,2026-08-21,2026-06-30,2026Q2,2.6574749151,29.6601322714,0.7107,0.0641920145,0.0712422339,44.505281094709,0.23459450989999997,2.7695,0.339,0.89,26.7443086014
000042.SZ,中洲控股,房地产,房地产开发,住宅开发,深交所主板A股,,2026-08-21,2026-06-30,2026Q2,45.010098163,168.3505063497,30.5751,9.8870453247,10.5570718371,822.589353321135,3.9731459565,17.2232,0.0297,34.97,67.9295321458
002923.SZ,润都股份,医药生物,化学制药,化学制剂,深交所主板A股,,2026-08-21,2026-06-30,2026Q2,7.0888664862,29.3430766094,3.1097,0.40751012770000006,0.3311812577,173.845309492445,0.727134451,6.1846,0.0765,3.85,43.8673462246
002237.SZ,恒邦股份,有色金属,贵金属,黄金,深交所主板A股,,2026-08-21,2026-06-30,2026Q2,621.7807113531,44.4308342036,16.1446,6.724735163099999,3.7420945814,-9.07794505301,-20.3569788078,662.7784,8.0241,4.96,2.5965178073
002114.SZ,罗平锌电,有色金属,工业金属,铅锌,深交所主板A股,,2026-08-21,2026-06-30,2026Q2,7.4531675409,43.0987628157,0.0691,-0.6580952382999999,-0.66718682,-1.918613797592,1.0586410916,8.3528,0.1511,-9.03,0.9271179646
000811.SZ,冰轮环境,机械设备,通用设备,制冷空调设备,深交所主板A股,,2026-08-21,2026-06-30,2026Q2,36.7843845308,17.9573663735,9.5269,3.110069817,2.7410454167,12.787223471818,-2.2562909075,34.6441,0.34,4.83,25.8994038199
600589.SH,大位科技,计算机,IT服务Ⅱ,IT服务Ⅲ,上交所主板A股,,2026-08-21,2026-06-30,2026Q2,2.5931901476,26.056755276,0.41,-0.6974405026,-0.7827692703,-108.328825721298,0.40174268020000004,2.5884,3.54,-11.28,15.8089068547
600176.SH,中国巨石,建筑材料,玻璃玻纤,玻纤制造,上交所主板A股,,2026-08-21,2026-06-30,2026Q2,111.58886608979999,22.50258137,47.0216,29.3330420475,29.0790816517,70.933405783077,24.2376965365,88.1218,21.5449,9.06,42.1382635808
002578.SZ,闽发铝业,有色金属,工业金属,铝,深交所主板A股,,2026-08-21,2026-06-30,2026Q2,9.676228268200001,24.7833796698,0.5095,-0.024304550699999997,-0.09909865400000001,-593.381378146818,-1.6055032146000001,10.7069,0.2408,-0.16,5.2657969477
002759.SZ,ST天际,电力设备,电池,电池化学品,深交所风险警示板A股,,2026-08-21,2026-06-30,2026Q2,22.544176974899997,111.1094950144,6.2572,2.2588002651,2.2756079736,503.568828007457,-0.21066373800000002,14.5283,2.6613,6.64,27.7550661027
002299.SZ,圣农发展,农林牧渔,养殖业,肉鸡养殖,深交所主板A股,,2026-08-21,2026-06-30,2026Q2,107.8096404635,21.7306996107,14.1483,5.0249169556,5.2381459669,39.456662348894,9.1350239722,114.1717,8.6404,4.4,13.1234044376
605060.SH,联德股份,机械设备,通用设备,其他通用设备,上交所主板A股,,2026-08-21,2026-06-30,2026Q2,7.3066823677,24.5732614043,2.7812,1.3923330703,1.369254864,28.457031706426,1.7340006518000002,6.2926,1.6344,5.49,38.063483876
600501.SH,航天晨光,机械设备,专用设备,其他专用设备,上交所主板A股,,2026-08-21,2026-06-30,2026Q2,10.0249257815,35.782747617,1.2816,-0.3960325834,-0.48835600310000005,45.455705656829,-3.9567712917,6.346,0.0222,-2.61,12.7839429322
603938.SH,三孚股份,基础化工,化学原料,其他化学原料,上交所主板A股,,2026-08-21,2026-06-30,2026Q2,13.121539103,30.1691139897,2.501,1.1911633226,1.150824871,245.065769817455,0.1396592801,10.1855,0.516,4.65,19.0604591166
003036.SZ,泰坦股份,机械设备,专用设备,纺织服装设备,深交所主板A股,,2026-08-21,2026-06-30,2026Q2,8.219477879600001,20.4829683596,1.2599,0.3066659549,0.1347141379,-37.931377572796,-2.3110536650999998,7.3652,0.2554,2.06,15.328737839
600105.SH,永鼎股份,通信,通信设备,通信线缆及配套,上交所主板A股,,2026-08-20,2026-06-30,2026Q2,33.390176249,47.7515331414,9.3119,5.0345013778,5.0388746001,59.806539865036,3.4645554958999996,28.0288,5.1235,14.77,27.8880348234
603909.SH,建发合诚,建筑装饰,工程咨询服务Ⅱ,工程咨询服务Ⅲ,上交所主板A股,,2026-08-20,2026-06-30,2026Q2,39.3063390035,15.8292316484,1.7437,0.5204348921999999,0.4860162599,17.736912313882,1.0500243952,42.2957,0.0391,4.42,4.4362370658
003009.SZ,中天火箭,国防军工,航天装备Ⅱ,航天装备Ⅲ,深交所主板A股,,2026-08-20,2026-06-30,2026Q2,3.8256444467,27.0460152283,0.8164,0.16934481559999998,0.11914192259999999,1070.46422933262,-0.540623203,3.0082,0.5724,0.96,21.3399795871
002956.SZ,西麦食品,食品饮料,休闲食品,烘焙食品,深交所主板A股,,2026-08-20,2026-06-30,2026Q2,14.0226815877,22.0320423693,6.1747,1.4821074083,1.4117055834999999,81.532172971183,2.4058505934,14.6582,0.3542,8.8,44.0338739169
000989.SZ,九芝堂,医药生物,中药Ⅱ,中药Ⅲ,深交所主板A股,,2026-08-20,2026-06-30,2026Q2,16.322480873299998,29.0812274081,9.7441,2.5018074563,2.3152507388,70.359126354674,4.7137373533,15.7066,0.5321,6.62,59.6972529178
600118.SH,中国卫星,国防军工,航天装备Ⅱ,航天装备Ⅲ,上交所主板A股,,2026-08-20,2026-06-30,2026Q2,18.8531713619,42.7240432654,3.5355,0.345657554,0.2934273871,181.870755931653,-2.8069618470999997,25.5591,0.3396,0.54,18.752860868
600601.SH,方正科技,电子,元件,印制电路板,上交所主板A股,,2026-08-20,2026-06-30,2026Q2,36.9999341688,72.8939532958,11.925,5.7357312051,5.564403023400001,237.919456145479,5.1182354312000005,33.3803,11.1328,11.61,32.2297627888
002001.SZ,新和成,基础化工,化学制品,食品及饲料添加剂,深交所主板A股,,2026-08-20,2026-06-30,2026Q2,131.2930026089,18.2752411861,58.0562,40.1073345455,39.1893656372,6.534455252823,36.401442829400004,119.3515,13.7055,11.39,44.2188439956
002990.SZ,盛视科技,计算机,计算机设备,其他计算机设备,深交所主板A股,,2026-08-20,2026-06-30,2026Q2,7.3428222788,33.7342910379,3.0494,1.0666044672,1.043028302,566.837080367376,-13.1732339382,9.6515,9.7936,4.2,41.5296543674
002479.SZ,富春环保,公用事业,电力,热力服务,深交所主板A股,,2026-08-20,2026-06-30,2026Q2,32.2578858417,29.2538357374,5.9888,3.2078477963,2.6821494880000003,101.953446779013,2.9989023147000005,35.3731,1.0958,7.43,18.5655028048
002119.SZ,康强电子,电子,半导体,半导体材料,深交所主板A股,,2026-08-20,2026-06-30,2026Q2,15.262323599,57.1428944,2.1357,0.6331607577,0.6606999188,77.02697450021,-3.0144672646,10.1351,0.22,4.53,13.993099872
002824.SZ,和胜股份,有色金属,工业金属,铝,深交所主板A股,,2026-08-20,2026-06-30,2026Q2,23.807787103200003,44.6399754766,3.264,0.8827169483,0.8347172829,119.243101953002,3.8074390983999997,24.2971,1.4841,3.7,13.7096214438
002281.SZ,光迅科技,通信,通信设备,通信网络设备及器件,深交所主板A股,,2026-08-20,2026-06-30,2026Q2,66.09670765359999,26.068034387,16.8716,5.8217871702999995,5.6799613178,57.774576129091,-12.361396944100001,75.5299,6.004,5.24,25.5255594633
002491.SZ,通鼎互联,通信,通信设备,通信线缆及配套,深交所主板A股,,2026-08-20,2026-06-30,2026Q2,24.5753623334,61.4560293732,6.8377,2.0253793347,2.6821010096,3856.1791244364,1.4306942129,25.9361,1.2211,7.88,27.8234609241
000533.SZ,顺钠股份,电力设备,电网设备,输变电设备,深交所主板A股,,2026-08-20,2026-06-30,2026Q2,14.2450012899,32.8195799833,2.3289,0.5180274079,0.4413701362,17.978896636894,-0.5221120342,9.9507,0.2206,5.21,16.3488275228
002348.SZ,高乐股份,轻工制造,文娱用品,娱乐用品,深交所主板A股,,2026-08-20,2026-06-30,2026Q2,1.6457278477000001,25.2941390556,0.358,-0.2903635581,-0.2927172085,3.269536029689,-0.44288880090000005,1.5995,0.0683,-7.31,21.7527535613
002906.SZ,华阳集团,汽车,汽车零部件,汽车电子电气系统,深交所主板A股,,2026-08-20,2026-06-30,2026Q2,69.2308785778,30.3613116605,11.6474,4.0130725302,3.4618198,7.069568749085,3.5187642466000004,72.0689,6.5998,5.61,16.824066706
601788.SH,光大证券,非银金融,证券Ⅱ,证券Ⅲ,上交所主板A股,,2026-08-20,2026-06-30,2026Q2,60.5552245429,18.166929111,,22.2909014,20.6197047527,33.644654784121,80.26441627850001,,,3.28,
600111.SH,北方稀土,有色金属,小金属,稀土,上交所主板A股,,2026-08-20,2026-06-30,2026Q2,257.9889298211,36.747397269,38.764,20.5316657328,20.5146399705,128.794939060839,12.0829120853,214.3714,5.3334,8.02,15.0254626695
600550.SH,保变电气,电力设备,电网设备,输变电设备,上交所主板A股,,2026-08-20,2026-06-30,2026Q2,38.4631271149,28.4281331355,4.7003,1.3365550287,1.2641979791,76.582177445823,-3.8678131347000004,34.5138,0.5284,14.71,12.2203158749
603650.SH,彤程新材,基础化工,橡胶,橡胶助剂,上交所主板A股,,2026-08-20,2026-06-30,2026Q2,21.3615019144,29.0996907337,4.9243,3.8903322778,3.6090545179,10.771949509063,0.4163605855,14.4175,2.5769,9.04,23.0521361505
605006.SH,山东玻纤,建筑材料,玻璃玻纤,玻纤制造,上交所主板A股,,2026-08-19,2026-06-30,2026Q2,15.602130685899999,38.2454952024,2.5272,0.2922774785,0.2395772609,324.95781875594,1.0604261936,7.6783,2.4357,1.1,16.1975518067
603986.SH,兆易创新,电子,半导体,数字芯片设计,上交所主板A股,,2026-08-19,2026-06-30,2026Q2,115.6576043215,178.6722977786,73.0152,68.5678641368,48.830334789300004,796.903764281975,60.48341057060001,119.6653,9.4511,23.13,63.1304509177
601066.SH,中信建投,非银金融,证券Ⅱ,证券Ⅲ,上交所主板A股,,2026-08-19,2026-06-30,2026Q2,162.2880770441,51.1077143242,,76.3912954685,77.63646092409999,73.627501624144,608.3126464429,,,8.27,
603799.SH,华友钴业,有色金属,能源金属,镍,上交所主板A股,,2026-08-19,2026-06-30,2026Q2,555.6752887001,49.3890763568,108.884,35.074054179099996,33.1074653595,27.966691315511,21.4808751858,590.9772,99.5934,7.05,19.594899026
600961.SH,株冶集团,有色金属,工业金属,铅锌,上交所主板A股,,2026-08-19,2026-06-30,2026Q2,141.5048814514,35.9090987001,28.4015,19.4807294084,19.5230811682,228.600765699604,22.7211219846,152.9064,0.8704,39.52,20.0710366181
001393.SZ,维通利,电力设备,电网设备,配电设备,深交所主板A股,,2026-08-19,2026-06-30,2026Q2,16.751449881,18.8273713193,3.3146,1.3582734783000001,1.332557564,-6.795977173177,0.23159487120000002,12.8961,0.9001,6.2,19.7866708646
