# GoalTracker 财报跟踪（全市场 2026 中报：披露日期抓取 + earnings 目录补充 + 分类地图点名补抓缺失代码）
股票代码,公司名称,行业,行业二级,行业三级,板块,林奇类型,披露日期,报告期,季度,营业收入,营收同比,毛利润,净利润,扣非净利润,扣非净利同比,经营现金流,销售收现,资本开支,ROE,毛利率
000001.SZ,平安银行,银行,银行Ⅱ,股份制银行Ⅲ,深交所主板A股,,2026-08-15,2026-06-30,2026Q2,706.17,1.7755999135,,256.96,256.33,2.819895707982,2150.12,,,5.22,
000002.SZ,万科A,房地产,房地产开发,住宅开发,深交所主板A股,,2026-08-28,2026-06-30,2026Q2,701.6910854907001,-33.3774144832,55.6918,-149.512685225,-138.40436168690002,-19.406509075499,4.9476601342,478.9086,5.1124,-13.65,7.9368000104
000006.SZ,深振业A,房地产,房地产开发,住宅开发,深交所主板A股,,2026-08-26,2026-06-30,2026Q2,7.9643238424,-57.6974837981,1.0954,-0.9573137232,-0.9887142934,-30.734441756094,4.4395365702,,0.0466,-1.8,13.7542343415
000007.SZ,全新好,商贸零售,一般零售,商业物业经营,深交所主板A股,,2026-08-26,2026-06-30,2026Q2,2.0916634982,8.1629044228,0.2627,-0.0277409717,-0.0200338437,-180.67047659192,1.4406703868000001,,0.0059,-1.54,12.5606494174
000008.SZ,神州高铁,机械设备,轨交设备Ⅱ,轨交设备Ⅲ,深交所主板A股,,2026-08-29,2026-06-30,2026Q2,5.91113269,3.3073491629,2.0826,-0.5338747845,-0.7452210161,30.853286758096,-0.6263633695,8.2325,0.0541,-2.47,35.2318811947
000009.SZ,中国宝安,综合,综合Ⅱ,综合Ⅲ,深交所主板A股,,2026-08-29,2026-06-30,2026Q2,133.5394955143,23.1992893596,31.8168,-0.297328725,-0.38809874759999996,-130.620011227103,0.8469798457,97.589,13.2801,-0.3,23.8257283719
000010.SZ,*ST美丽,建筑装饰,基础建设,园林工程,深交所风险警示板A股,,2026-08-29,2026-06-30,2026Q2,1.9561989906000001,-15.0065291121,0.1609,-0.1701235134,-0.1684267802,69.191812015721,-0.3537114298,3.9844,0.0001,-6.59,8.2228559044
000011.SZ,深物业A,房地产,房地产开发,住宅开发,,,2026-08-29,2026-06-30,2026Q2,12.0516967591,10.7785436973,1.5743,-0.6817538159000001,-0.7260332209,-185.693861184966,0.1457837391,14.2721,0.6123,-2.03,13.0629474237
000012.SZ,南玻A,建筑材料,玻璃玻纤,玻璃制造,深交所主板A股,,2026-08-28,2026-06-30,2026Q2,61.18978774,-5.6231950778,5.0317,-4.21151211,-4.69705829,-2259.68668149201,2.05008283,63.4714,3.2912,-3.26,8.2230473676
000014.SZ,沙河股份,房地产,房地产开发,住宅开发,深交所主板A股,,2026-08-28,2026-06-30,2026Q2,2.3268782012,3.3646268815,0.5507,-0.1410627307,-0.2059806616,-8.694413744273,-0.2838496255,2.2704,0.0087,-0.92,23.6660888273
000016.SZ,*ST康佳A,家用电器,白色家电,冰洗,深交所风险警示板A股,,2026-08-28,2026-06-30,2026Q2,38.5157137034,-26.6018940615,2.4675,-1.727802956,-2.0924411009,79.635651844803,-5.3615467139,31.138,0.7917,,6.4064097887
000017.SZ,深中华A,纺织服饰,饰品,钟表珠宝,,,2026-08-25,2026-06-30,2026Q2,3.0038386976,-6.1134980832,0.2292,0.10582965529999999,0.0911362859,-49.187350917144,-0.24482676820000002,2.6637,0.0106,2.72,7.6303586835
000019.SZ,深粮控股,农林牧渔,农产品加工,粮油加工,,,2026-08-25,2026-06-30,2026Q2,23.8759234377,0.1411319162,3.8645,1.1186497409,0.8581458918000001,-45.692092247063,-0.5288155328,25.1997,0.4953,2.22,16.1857028034
000020.SZ,深华发A,电子,光学光电子,面板,深交所主板A股,,2026-08-18,2026-06-30,2026Q2,3.1098393858999995,-31.8285796622,0.4043,0.0840595038,0.0796295989,-26.646600755359,-0.0037562209,3.0949,0.0128,1.9,13.0010978166
000021.SZ,深科技,电子,消费电子,消费电子零部件及组装,深交所主板A股,,2026-08-26,2026-06-30,2026Q2,82.7845717039,6.9616113171,15.6308,5.434537918099999,5.0428628431,58.795812179849,1.1789677998,,5.4556,4.07,18.8813270742
000025.SZ,特力A,综合,综合Ⅱ,综合Ⅲ,深交所主板A股,,2026-08-22,2026-06-30,2026Q2,2.9221368922,-66.7285898184,1.2684,0.8468606515,0.779841047,1.975462225529,2.8818201593,5.217,0.0203,4.53,43.4068650098
000026.SZ,飞亚达,纺织服饰,饰品,钟表珠宝,,,2026-08-21,2026-06-30,2026Q2,18.4048034048,3.1583092076,6.4428,1.0050437041,0.9683922048,23.555247751886,3.8397262039999998,20.0794,0.2675,2.98,35.0059440756
000027.SZ,深圳能源,公用事业,电力,火力发电,深交所主板A股,,2026-08-26,2026-06-30,2026Q2,217.4110102876,2.8475873707,51.5979,19.0274008322,18.2911719799,13.914535441332,29.997967904499998,,37.8771,5.35,23.7328736997
000028.SZ,国药一致,医药生物,医药商业,医药流通,深交所主板A股,,2026-08-29,2026-06-30,2026Q2,362.66356011930003,-1.441009247,36.4239,6.062035534,5.9887414325,-6.842441053557,-15.1871945424,387.1211,0.5942,3.21,10.0434541218
000029.SZ,深深房A,房地产,房地产开发,住宅开发,深交所主板A股,,2026-08-26,2026-06-30,2026Q2,1.4925695304,-76.5822304289,0.2544,-0.08560110259999999,-0.1562992678,-116.565463313452,0.2494709948,,0.0004,-0.24,17.0472717363
000030.SZ,富奥股份,汽车,汽车零部件,底盘与发动机系统,深交所主板A股,,2026-08-28,2026-06-30,2026Q2,72.5699761651,-7.6348649349,8.3912,1.8792317604,1.6144832782,-42.829665576509,-3.3201186664,64.9072,1.5501,2.22,11.5629557028
000031.SZ,大悦城,房地产,房地产开发,商业地产,深交所主板A股,,2026-08-29,2026-06-30,2026Q2,122.29841133389999,-19.706662605,29.9789,-7.225068996,-8.3706425818,-1003.65829087432,-2.1492814576,71.8446,8.0436,-7.17,24.5128712309
000032.SZ,深桑达A,建筑装饰,专业工程,其他专业工程,,,2026-08-27,2026-06-30,2026Q2,242.6309600664,3.53708488,18.3313,-2.0840205383000003,-2.4446170329,-115.874771918757,-15.0313157793,219.788,1.288,-2.83,7.5552180199
000034.SZ,神州数码,计算机,IT服务Ⅱ,IT服务Ⅲ,深交所主板A股,,2026-08-29,2026-06-30,2026Q2,869.1852850523,21.4191704047,28.2337,4.9605772104,4.5179706337,3.613044298683,-6.3543625621,1159.7874,1.9905,4.41,3.2482905946
000035.SZ,中国天楹,环保,环境治理,固废治理,深交所主板A股,,2026-08-29,2026-06-30,2026Q2,26.8730453557,3.4966072092,8.5652,2.134855607,2.2969481055000003,15.471231675855,4.5559408568,26.1114,10.9377,1.98,31.8728715656
000036.SZ,华联控股,房地产,房地产开发,住宅开发,深交所主板A股,,2026-08-28,2026-06-30,2026Q2,3.4192591733999995,60.1483276665,2.1076,0.2770151482,0.25689399960000003,296.14338300084,1.5465005067,,0.1095,0.54,61.6403414078
000037.SZ,深南电A,公用事业,电力,火力发电,,,2026-08-25,2026-06-30,2026Q2,2.0180830233,21.2863500322,0.6429,0.19833302460000002,0.08654845289999999,130.55332364528,-1.1368277837,2.603,0.0631,1.18,31.858220305
000039.SZ,中集集团,机械设备,通用设备,金属制品,,,2026-08-29,2026-06-30,2026Q2,789.1308,3.7096510161,93.8045,7.39512,6.64779,-46.397306234413,-5.60092,774.4699,17.1868,1.48,11.8870699255
000042.SZ,中洲控股,房地产,房地产开发,住宅开发,深交所主板A股,,2026-08-21,2026-06-30,2026Q2,45.010098163,168.3505063497,30.5751,9.8870453247,10.5570718371,822.589353321135,3.9731459565,17.2232,0.0297,34.97,67.9295321458
000045.SZ,深纺织A,电子,光学光电子,面板,深交所主板A股,,2026-08-26,2026-06-30,2026Q2,15.887231981400001,-0.7346806097,2.6611,0.5077616437,0.4389305201,74.254817433633,2.5293104435,,1.4926,1.7,16.7497409071
000048.SZ,京基智农,农林牧渔,养殖业,生猪养殖,深交所主板A股,,2026-08-24,2026-06-30,2026Q2,21.3012392766,-10.7471855134,-1.7214,-4.8924406667,-4.608061799100001,-294.881607832151,0.4051805843,21.327,0.9479,-12.88,-8.0810257584
000049.SZ,德赛电池,电力设备,电池,锂电池,深交所主板A股,,2026-08-18,2026-06-30,2026Q2,107.1633470834,9.7787183907,10.4051,2.0527726525,1.7078986563,157.316152699015,3.6523501064999997,102.784,4.47,3.02,9.709592472
000050.SZ,深天马A,电子,光学光电子,面板,,,2026-08-25,2026-06-30,2026Q2,166.9083010804,-4.4878070732,26.0441,-7.2784630236000005,-8.8018370489,-250.732379094471,26.310193041999998,188.7045,13.662,-2.71,15.603862575
000055.SZ,方大集团,建筑材料,装修建材,其他建材Ⅲ,,,2026-08-25,2026-06-30,2026Q2,15.510577572799999,-2.9549579651,2.8707,0.5450108934000001,0.49718847689999995,245.665939277227,0.0766722167,17.8232,0.2337,0.98,18.5082183112
000056.SZ,*ST皇庭,房地产,房地产服务,物业管理,深交所风险警示板A股,,2026-08-25,2026-06-30,2026Q2,1.7276634915,-40.474110257,0.8414,-2.7222679989,-3.2420767056,-67.111397619109,0.6402996324,1.8052,,,48.6995785776
000058.SZ,深赛格,商贸零售,一般零售,商业物业经营,深交所主板A股,,2026-08-27,2026-06-30,2026Q2,7.0375880252,-9.5416926176,2.047,0.5229249467,0.5226888577000001,-6.150225641833,0.47940670280000003,7.2694,0.4167,2.57,29.0862858947
000059.SZ,华锦股份,石油石化,炼化及贸易,炼油化工,,,2026-08-20,2026-06-30,2026Q2,175.1125207649,-12.8960301041,33.8431,3.6515700562,3.4075335333999996,133.872245977092,-14.4263058765,196.4617,1.25,3.7,19.3264867184
000060.SZ,中金岭南,有色金属,工业金属,铅锌,深交所主板A股,,2026-08-28,2026-06-30,2026Q2,421.9410135698,35.6156388595,25.9791,11.420152081300001,11.190482060899999,106.247386394091,-2.984048005,441.7863,7.4517,5.73,6.0215345735
000061.SZ,农产品,商贸零售,一般零售,商业物业经营,,,2026-08-25,2026-06-30,2026Q2,26.9850403725,-22.6977344645,7.1633,2.5352632241,1.6700059597,7.343556452826,6.6693304830999995,30.0309,4.0198,2.94,26.5455960225
000062.SZ,深圳华强,电子,其他电子Ⅱ,其他电子Ⅲ,深交所主板A股,,2026-08-28,2026-06-30,2026Q2,177.4801623779,60.6522807075,13.6882,3.9143871335000004,4.004990613,85.239875703179,-7.983624203500001,,0.4184,5.73,7.712505549
000063.SZ,中兴通讯,通信,通信设备,通信网络设备及器件,深交所主板A股,,2026-08-22,2026-06-30,2026Q2,780.25359,9.0459506411,198.8464,27.52825,22.20797,-45.88569409586,-1.266,753.1369,20.1466,3.65,25.4848414091
000065.SZ,北方国际,建筑装饰,专业工程,国际工程,,,2026-08-24,2026-06-30,2026Q2,54.2678486412,-19.418309944,9.6835,3.2609955932999997,3.2083650102999997,4.77771925364,7.6500178017,59.8209,1.6328,2.92,17.8438635095
000066.SZ,中国长城,计算机,计算机设备,其他计算机设备,深交所主板A股,,2026-08-29,2026-06-30,2026Q2,79.5805168414,25.0039290227,13.4589,3.1204840850999997,-3.1601370744999997,26.012145855545,-8.6531495456,82.9133,2.0941,2.79,16.9123587186
000068.SZ,华控赛格,环保,环境治理,综合环境治理,深交所主板A股,,2026-08-27,2026-06-30,2026Q2,0.9606448891,-70.546372194,0.1776,-0.4032849384,-0.4043639919,-4.584015645633,0.17935216510000002,1.9856,0.0016,-6.92,18.4906150666
000069.SZ,华侨城A,房地产,房地产开发,商业地产,深交所主板A股,,2026-08-29,2026-06-30,2026Q2,130.3182699002,15.1498421799,14.3075,-34.8762840261,-34.8450653571,-19.524353416541,-20.5761124373,97.0219,3.8672,-10.53,10.9788691072
000070.SZ,特发信息,通信,通信设备,通信线缆及配套,深交所主板A股,,2026-08-27,2026-06-30,2026Q2,23.551227539899998,19.4086607921,5.2577,0.6206669206000001,0.4868858868,1163.27527798953,5.3097584482,22.9964,1.0699,5.98,22.3243413282
000078.SZ,ST海王,医药生物,医药商业,医药流通,深交所风险警示板A股,,2026-08-29,2026-06-30,2026Q2,112.9918663145,-21.0482191464,10.4934,-2.0395178196,-2.0766828048,-194.455906845581,0.35608106829999997,117.0768,0.3188,-18.13,9.2868589021
000088.SZ,盐田港,交通运输,航运港口,港口,深交所主板A股,,2026-08-25,2026-06-30,2026Q2,4.3664466804,12.3786303162,1.2021,6.9664430662,6.9744479909,6.69846049658,0.8804670225,4.1534,2.4273,3.81,27.5296459864
000089.SZ,深圳机场,交通运输,航空机场,机场,深交所主板A股,,2026-08-20,2026-06-30,2026Q2,26.828127219699997,6.1184699802,6.4627,7.3676660967,2.6817810957,2.791696220761,11.364636943299999,28.6956,1.012,6.17,24.0894373136
000090.SZ,天健集团,房地产,房地产开发,住宅开发,深交所主板A股,,2026-08-22,2026-06-30,2026Q2,65.8905345304,5.2171635895,1.5472,-3.3289641801,-3.5603690975,-1705.89583255355,-1.0316958193,84.1289,0.0494,-3.3,2.3481508363
000096.SZ,广聚能源,石油石化,炼化及贸易,油品石化贸易,深交所主板A股,,2026-08-28,2026-06-30,2026Q2,8.319647359,20.4062599181,1.0486,0.6860493893999999,0.6705728618,3406.62150928724,-1.7097555309,,0.1025,2.49,12.6035607635
000099.SZ,中信海直,交通运输,航空机场,航空运输,,,2026-08-25,2026-06-30,2026Q2,10.0808351066,-2.8863048358,1.974,1.2531574217,1.2571248960999999,-18.176885546474,2.4001258985,9.9854,1.3895,2.26,19.5819758316
000100.SZ,TCL科技,电子,光学光电子,面板,,,2026-08-29,2026-06-30,2026Q2,886.86905,3.5316618902,114.46,38.08272,31.39882317,101.43779504269,176.22152,984.884,108.0994,6.19,12.8680409448
000151.SZ,中成股份,商贸零售,贸易Ⅱ,贸易Ⅲ,深交所主板A股,,2026-08-27,2026-06-30,2026Q2,8.2985005963,52.0859364588,0.8891,0.18762176879999998,0.041851012400000005,107.726287538757,3.9555861465,,0.5334,2.18,10.7135328808
000153.SZ,丰原药业,医药生物,化学制药,化学制剂,,,2026-08-28,2026-06-30,2026Q2,16.7136036424,-17.550978051,3.7402,0.7128656334000001,0.6386206893,5.511424812479,0.8367231756,17.0883,0.3905,3.3,22.3782210696
000155.SZ,川能动力,公用事业,电力,风力发电,深交所主板A股,,2026-08-25,2026-06-30,2026Q2,33.4036549396,124.7807166938,17.8911,7.060336026,6.9579981141,134.674343936816,4.643146277,37.9564,9.2987,6.52,53.5602894858
000156.SZ,华数传媒,传媒,电视广播Ⅱ,电视广播Ⅲ,深交所主板A股,,2026-08-29,2026-06-30,2026Q2,42.4031939551,-4.3940691389,12.4076,2.101661022,1.7215964491999998,-20.173289134676,-6.9602982374,39.0836,4.4777,1.39,29.2611018918
000157.SZ,中联重科,机械设备,工程机械,工程机械整机,,,2026-08-28,2026-06-30,2026Q2,271.35030851849996,9.1749452105,72.7814,21.0218913077,8.3128380047,-56.820191861436,24.195370327600003,281.7191,11.1077,3.53,26.8219459108
000158.SZ,常山北明,计算机,IT服务Ⅱ,IT服务Ⅲ,深交所主板A股,,2026-08-29,2026-06-30,2026Q2,36.9748589382,-0.645326573,3.9672,-1.1339631823,-1.2154496996,3.842495851209,-13.3711942475,50.8988,0.938,-2.12,10.7294307514
000159.SZ,国际实业,石油石化,炼化及贸易,油品石化贸易,深交所主板A股,,2026-08-29,2026-06-30,2026Q2,9.2236626439,-2.4759650063,1.2245,0.15259805699999998,0.1684412172,-37.282185903683,-2.6546442849000003,9.7389,0.8325,0.74,13.2755533292
000166.SZ,申万宏源,非银金融,证券Ⅱ,证券Ⅲ,深交所主板A股,,2026-08-28,2026-06-30,2026Q2,138.3647256333,18.3060952008,,57.3043155807,56.0211232805,32.805708009564,-99.2958027794,,,5.02,
000301.SZ,东方盛虹,石油石化,炼化及贸易,炼油化工,深交所主板A股,,2026-08-29,2026-06-30,2026Q2,699.2438658116,14.7874219032,141.967,45.0015158993,43.1550340085,1488.19417106123,181.3533421398,877.5447,32.2539,12.39,20.3029245888
000333.SZ,美的集团,家用电器,白色家电,空调,深交所主板A股,,2026-08-29,2026-06-30,2026Q2,2610.52379,3.4561222865,666.8561,264.46037,195.95179,-25.310154421513,375.5209,2292.6203,26.3421,11.33,25.2557645483
000338.SZ,潍柴动力,汽车,汽车零部件,底盘与发动机系统,,,2026-08-28,2026-06-30,2026Q2,1231.6296522785,8.847564221,264.356,77.0126542395,61.188890763100005,18.855648715335,113.49444379450001,1301.015,24.847,8.0,21.463923593
000400.SZ,许继电气,电力设备,电网设备,电网自动化设备,深交所主板A股,,2026-08-20,2026-06-30,2026Q2,65.2520620008,1.2099981405,12.9824,4.1587752254,4.0347858431,-34.725515332086,-3.1085359972,72.263,1.0945,3.4,19.8958216746
000401.SZ,金隅冀东,建筑材料,水泥,水泥制造,,,2026-08-28,2026-06-30,2026Q2,96.41843394950001,-18.0169611379,13.8812,-9.5744701162,-10.332251908,-300.256416758705,3.2509800945999996,95.3197,7.7282,-3.51,14.3968426643
000402.SZ,金融街,房地产,房地产开发,商业地产,深交所主板A股,,2026-08-26,2026-06-30,2026Q2,46.1330221363,-0.8899703309,11.9577,-0.8654001102,-1.3975956816,84.140341380219,5.873570052200001,,0.3463,-0.45,25.9199661032
000403.SZ,派林生物,医药生物,生物制品,血液制品,深交所主板A股,,2026-08-24,2026-06-30,2026Q2,8.2984312192,-15.878514234,2.7316,0.8430095684000001,0.6480970019,-69.809438072452,-0.8387175844,11.0442,0.6998,1.04,32.9168503955
000404.SZ,长虹华意,家用电器,家电零部件Ⅱ,家电零部件Ⅲ,深交所主板A股,,2026-08-13,2026-06-30,2026Q2,58.0860837931,-12.3611556485,8.3245,2.5057324637000002,2.4143721696,12.63935165063,4.2473952836,55.4407,1.4771,5.66,14.331329931
000407.SZ,胜利股份,公用事业,燃气Ⅱ,燃气Ⅲ,深交所主板A股,,2026-08-15,2026-06-30,2026Q2,20.026354612000002,-7.2117152244,2.6971,1.0058512903,1.0041384112,13.907438043213,0.0187933146,21.2888,0.2552,3.26,13.4675850541
000408.SZ,藏格矿业,基础化工,农化制品,钾肥,深交所主板A股,,2026-08-11,2026-06-30,2026Q2,20.6487802942,23.0454935619,13.7706,36.3808137005,37.0569323872,104.915801964857,9.841579151,19.0938,0.8833,21.19,66.689523214
000409.SZ,云鼎科技,计算机,IT服务Ⅱ,IT服务Ⅲ,深交所主板A股,,2026-08-28,2026-06-30,2026Q2,5.3146157416,-16.8898193179,1.6129,0.3714158899,0.3197624272,-21.60027895731,-2.2157142172,3.8877,0.0369,2.24,30.3483735912
000410.SZ,沈阳机床,机械设备,通用设备,机床工具,,,2026-08-29,2026-06-30,2026Q2,18.6269753385,-1.4066878255,2.0812,-0.1945205045,-0.5137688364999999,-28.156639383537,-1.7929334533,14.5066,0.1508,-0.46,11.1728873732
000411.SZ,英特集团,医药生物,医药商业,医药流通,深交所主板A股,,2026-08-26,2026-06-30,2026Q2,171.5267935405,3.1525201928,11.4933,1.9520202743000001,1.9967466515999999,-18.71558831153,-2.9454251999000003,,1.596,3.62,6.7005973508
000415.SZ,渤海租赁,非银金融,多元金融,租赁,深交所主板A股,,2026-08-22,2026-06-30,2026Q2,236.62922,-16.8556088162,79.5203,32.04487,18.28251,179.792106379524,86.86191,98.3086,96.9834,10.55,33.6054313157
000417.SZ,合百集团,商贸零售,一般零售,多业态零售,,,2026-08-28,2026-06-30,2026Q2,31.902607620999998,-13.7878964216,8.2149,0.6037248848,0.2061573164,-62.511592349007,-0.8378071145999999,45.8662,0.475,1.28,25.7499103675
000419.SZ,通程控股,商贸零售,一般零售,多业态零售,深交所主板A股,,2026-08-22,2026-06-30,2026Q2,8.5265154687,-17.5191998964,2.7037,0.7358712809000001,0.5358418607,-33.539137008388,0.523520025,9.8286,0.023,2.17,25.8813492024
000420.SZ,吉林化纤,基础化工,化学纤维,粘胶,,,2026-08-27,2026-06-30,2026Q2,27.5401794692,4.5122405877,3.0303,0.3204596128,0.21850404399999998,5.230593817339,-0.6515914665,14.5769,4.9964,0.72,11.0033724177
000421.SZ,南京公用,综合,综合Ⅱ,综合Ⅲ,深交所主板A股,,2026-08-24,2026-06-30,2026Q2,36.7886093823,28.3279792732,5.1407,0.8243938332999999,0.7997674951,183.629705529016,5.4030345862999996,23.5676,1.9404,2.96,13.9735670843
000422.SZ,湖北宜化,基础化工,农化制品,氮肥,深交所主板A股,,2026-08-12,2026-06-30,2026Q2,133.91915759469998,11.5566705628,19.2005,3.1933419462,2.3580572425999997,-25.076088028527,15.5741324048,110.941,23.3832,5.15,14.3374153008
000423.SZ,东阿阿胶,医药生物,中药Ⅱ,中药Ⅲ,深交所主板A股,,2026-08-21,2026-06-30,2026Q2,31.551434965,3.3936375551,23.6076,8.6037758881,8.198723589,4.555791944822,0.8156725859,28.403,2.1391,8.12,74.8225662617
000425.SZ,徐工机械,机械设备,工程机械,工程机械整机,深交所主板A股,,2026-08-29,2026-06-30,2026Q2,612.4701384813,11.7478385669,135.47,39.620163294499996,38.2894920335,-14.278111238303,41.582498410300005,561.5111,48.5749,6.33,22.1186269023
000426.SZ,兴业银锡,有色金属,贵金属,白银,深交所主板A股,,2026-08-29,2026-06-30,2026Q2,42.8169700856,73.1308206683,29.4378,22.630561684099998,18.1608715918,126.600771667754,21.12766541,45.4839,4.0346,21.32,68.7527609771
000428.SZ,华天酒店,社会服务,酒店餐饮,酒店,,,2026-08-25,2026-06-30,2026Q2,2.4069380865,-4.9203282162,0.2167,-1.1316615293,-1.1874859047,-5.360206297907,0.0862032594,2.3555,0.3109,-8.82,9.0043607567
000429.SZ,粤高速A,交通运输,铁路公路,高速公路,,,2026-08-25,2026-06-30,2026Q2,21.189530071,0.0467540725,14.3823,8.5012925686,8.468888532100001,5.985721399436,17.0857622487,21.8393,18.9209,7.41,67.8744650542
000430.SZ,张家界,社会服务,旅游及景区,自然景区,深交所主板A股,,2026-08-18,2026-06-30,2026Q2,2.1189957299,9.3361688621,0.465,3.0835913318,-0.1965944607,40.728854245388,0.0441785185,2.1408,0.4997,20.94,21.9420937966
000488.SZ,ST晨鸣,轻工制造,造纸,大宗用纸,深交所风险警示板A股,,2026-08-29,2026-06-30,2026Q2,68.654289433,225.8961393216,-4.9387,-7.864750841799999,-10.8947704198,70.113350633805,3.2238298588,75.7613,0.4596,-150.65,-7.1936478591
000498.SZ,山东路桥,建筑装饰,基础建设,基建市政工程,深交所主板A股,,2026-08-26,2026-06-30,2026Q2,253.5670761581,-11.264480528,34.9119,7.3097309251,6.470666733,-34.982665099866,-29.5223725146,,4.6073,3.15,13.768316435
000501.SZ,武商集团,商贸零售,一般零售,百货,深交所主板A股,,2026-08-28,2026-06-30,2026Q2,31.528303305799998,-0.8997656536,15.442,1.3112522293,1.1135033401,-23.402774199812,4.1255929547,81.473,6.1928,1.2,48.9783510512
000503.SZ,国新健康,计算机,软件开发,垂直应用软件,深交所主板A股,,2026-08-26,2026-06-30,2026Q2,1.0154389709,6.2952307214,-0.1479,-1.0226899268,-1.0207123053,-3.29911666691,-1.3663396931,,0.1666,-10.69,-14.5700328961
000504.SZ,南华生物,医药生物,医疗服务,其他医疗服务,,,2026-08-24,2026-06-30,2026Q2,2.9591429097,473.5648250701,0.2962,0.0599269422,0.043170395800000004,164.857571464771,-0.059598871399999996,4.3508,0.0584,2.23,10.0095615331
000505.SZ,京粮控股,农林牧渔,农产品加工,粮油加工,深交所主板A股,,2026-08-27,2026-06-30,2026Q2,31.149267215100004,-25.9786487418,1.7497,0.08032416,0.0672966628,-59.814604171062,3.9002875688,35.4435,0.762,0.28,5.6170439883
000506.SZ,招金黄金,有色金属,贵金属,黄金,深交所主板A股,,2026-08-18,2026-06-30,2026Q2,3.6291572879,85.131256022,2.0302,2.2679824989,1.0383943404,666.390358384765,0.554439155,3.5639,0.9146,28.34,55.9424937896
000507.SZ,珠海港,公用事业,电力,风力发电,,,2026-08-29,2026-06-30,2026Q2,21.591243715300003,-3.9572343555,5.5414,1.6248320009000001,1.7455590081999999,8.24992862526,3.864588178,21.4655,1.2318,2.17,25.6649022505
000509.SZ,华塑控股,电子,光学光电子,面板,深交所主板A股,,2026-08-26,2026-06-30,2026Q2,3.6078143489,-12.2029659833,0.1972,-0.17660549379999999,-0.1882291381,-298.168982264104,-0.2193084098,,0.0672,-15.41,5.4669912314
000510.SZ,新金路,基础化工,化学原料,氯碱,,,2026-08-28,2026-06-30,2026Q2,8.6545928572,6.0530393403,0.5508,-0.7406980412999999,-0.7595454312000001,-9.664846433866,0.0969726147,7.6005,1.8387,-7.09,6.3642780254
000513.SZ,丽珠集团,医药生物,化学制药,化学制剂,深交所主板A股,,2026-08-22,2026-06-30,2026Q2,49.9966970865,-20.2847681027,30.636,9.3219921306,8.9020086832,-29.262426294746,17.6293473453,61.2539,2.0472,6.64,61.2759595777
000514.SZ,渝开发,房地产,房地产开发,住宅开发,,,2026-08-25,2026-06-30,2026Q2,3.9266485499,177.5445929401,1.1562,-0.036481460699999996,0.0386853494,112.414428882364,1.5973886265000001,3.0585,0.0225,-0.1,29.4446733469
000516.SZ,国际医学,医药生物,医疗服务,医院,深交所主板A股,,2026-08-21,2026-06-30,2026Q2,20.320485776800002,-0.1110506926,2.5568,-0.6532024184,-0.6355320777000001,66.379979616567,4.9346303807,20.8074,1.0009,-1.99,12.5824652933
000517.SZ,荣安地产,房地产,房地产开发,住宅开发,,,2026-08-29,2026-06-30,2026Q2,10.3354621074,-73.4648949931,0.6934,-1.5662596432,-1.3534933188,-1227.01114866581,10.7481490724,11.648,,-3.41,6.7086379089
000518.SZ,四环生物,医药生物,生物制品,其他生物制品,深交所主板A股,,2026-08-21,2026-06-30,2026Q2,1.107425395,-39.1180468908,0.2278,-0.25833217420000004,-0.28174380600000004,-135.589455904279,-0.1726934361,0.6782,0.0335,-8.03,20.5701109915
000519.SZ,中兵红箭,国防军工,地面兵装Ⅱ,地面兵装Ⅲ,,,2026-08-21,2026-06-30,2026Q2,30.2982118045,38.1509084566,5.5995,0.37197974549999996,0.40165561590000004,199.378501184737,-5.577922164199999,44.4674,3.3894,0.36,18.4813424153
000520.SZ,凤凰航运,交通运输,航运港口,航运,,,2026-08-20,2026-06-30,2026Q2,6.7259022107,95.6994130971,0.4678,0.2988993035,0.2769085575,3200.73377371159,0.2973202899,5.91,1.094,6.91,6.9550446386
000521.SZ,长虹美菱,家用电器,白色家电,冰洗,深交所主板A股,,2026-08-20,2026-06-30,2026Q2,161.3618571266,-10.7092849675,13.1927,0.5798264546,-0.0896112219,-102.291570920198,3.2363780100999997,139.5231,1.9985,0.95,8.1758619656
000523.SZ,红棉股份,综合,综合Ⅱ,综合Ⅲ,深交所主板A股,,2026-08-27,2026-06-30,2026Q2,10.6504575879,-0.7300338097,1.5319,0.7608225895999999,0.44638483079999997,-11.084717823176,2.0713254538999997,11.8488,0.2804,3.89,14.3836191859
000524.SZ,岭南控股,社会服务,旅游及景区,旅游综合,深交所主板A股,,2026-08-27,2026-06-30,2026Q2,22.359516346,7.0036869804,4.145,0.5642631455,0.49358438299999996,3.081521564946,0.4415487176,22.3739,0.5935,2.45,18.5378590778
000525.SZ,红太阳,基础化工,农化制品,农药,深交所主板A股,,2026-08-29,2026-06-30,2026Q2,15.620457384100002,6.9567667917,3.5453,1.0007207301,-0.3793729677,83.959211233801,1.4835818046,13.85,1.1909,3.83,22.6967158984
000526.SZ,学大教育,社会服务,教育,培训教育,深交所主板A股,,2026-08-18,2026-06-30,2026Q2,21.6250831102,12.8729727473,8.0997,3.0053813645,3.0317507127999996,43.373390600303,2.898920523,18.4834,0.5159,27.62,37.4550478231
